comment,rating,company_name,company_logo,company_website
"Called your support group and advised them that my acct ending 4428 was closed. They advised me to send a email, about the Navy account I wanted to use to finish paying off my loan, so I did and support emailed back stating they couldn't ach from my new account. So I let them know I would call in and make my payment.  And to my surprise!  You all attemptted to ach on my temporary closed acct 4428 and Wells Fargo charged me a $25 overdraft charge and wont pay the amount you tried to deduct.   And I told you all in advance that acct isn't active.  I'm very disapointed!",0,Mypaydayloan.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5acb97f4ff2fb600016a4afc/198x149.png,http://www.mypaydayloan.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"the box came with ""latex con"" and Okamoto.com on the side.  they attempted to cut off the words but it was clear and obvious.  a bit embarrassing when receptionist brought them to me and said ""looks like your going to have a good weekend""  So much for indiscrete packaging.",0,Condom Depot,//s3-eu-west-1.amazonaws.com/tpd/logos/47783f430000640005020c49/0x0.png,http://www.condomdepot.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I had a bad experience with airtkt last time while booking a ticket.,0,AirTkt,//s3-eu-west-1.amazonaws.com/tpd/screenshots/54454ef600006400057b095d/198x149.png,http://www.airtkt.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I did not receive the item I purchased and I've contacted BPI multiple times but they still have not replied!,0,BPI Sports,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/55a807980000ff0005811d88/198x149.png,http://store.bpisports.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"UPDATE: In response to tradesy's canned response below. I did contact you guys and nobody responded to me. I understand you have an authenticity guarantee on your site but the problem here is the buyer couldnt prove that my bag was fake. She only sent a letter to you and that's all it needed for you to rob my earning. She could have had a fake bag authenticated and send back my bag with the letter. I explained everything to you so I dont think I have to contact you again. If at all, you should contact me with my earning to make it right. You guys are shady as hell. In April 2017, I was informed by tradesy that one of my sales which took place back in May 2015 was a fake. It is not. The sales was two years ago, and the buyer did not submit any definite proof that my bag was fake. Tradesy sided with the buyer, withheld my earning for a sales that I made  which was $1199.5 I wrote in back in May and Nikki told me that she understood where I was coming from and promised to have a solution for me but I never heard back. Tradesy had no right to take my earning. They could not provide proof of my bag being fake. I am asking tradesy to return the money to me because it is rightfully mine.",0,Tradesy,//s3-eu-west-1.amazonaws.com/tpd/screenshots/54e7982b0000ff00057d8f80/198x149.png,https://www.tradesy.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I have been looking for a dentist from the time I signed up for coverage with Cigna. I am unable to locate a dentist within a reasonable distant from my home. The online recommended dentists  are no longer in service. GET IT TOGETHER CIGNA. Find me a provider please. A good one. My dentition is very important to me.,0,DentalPlans.com,//s3-eu-west-1.amazonaws.com/tpd/logos/481734ab0000640005025b61/0x0.png,http://www.dentalplans.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Ordered two boxes of insulin syringe needles, received only one box. had to contact twice by e-mail and telephone to find out what had gone wrong. I was told a separate box was being shipped. So far, I have no shipping information, etc.",0,Healthwarehouse.com,//s3-eu-west-1.amazonaws.com/tpd/logos/48972b32000064000503126a/0x0.png,http://www.healthwarehouse.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"We booked an expensive evening trip to the Colosseum in Rome from 19:00 to 21:30. The trip was not as described, it mainly involved walking on the road away from the Colosseum and back again. I left the tour at 21:20 and we had not been in the Colosseum at all ! I asked for a refund, which was initially refused - when I complained again I got 20% refunded. Simply awful - do not use these people.",0,Headout,//s3-eu-west-1.amazonaws.com/tpd/logos/59935d1d0000ff0005a8efd0/0x0.png,https://www.headout.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I'm waiting for my order since April 28 when it will be shipping for me ...... No shipping date..... No tracking number,0,Pure Health LLC,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4f77518b0000640005140fa9/198x149.png,http://www.purehealth100.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"order placed on wednesday 8/14 am (multiple items), received an email on friday 8/16 pm that one item was backorderd and that the entire order will be completed (read shipped) when the back ordered item is back in stock (early november!). that doesn't sound right. i call on friday, to ask them to ship everything else. sure we'll send it out on monday (8/19). now i'll be real lucky if i get it in time for the repairs i have scheduled... i mean i'm ok to wait for things and i consider myself a patient person, but... also i probably would not have left this review if i wasn't asked to...",0,IPD,//s3-eu-west-1.amazonaws.com/tpd/logos/5c883a75529a9a00014b8874/0x0.png,https://www.ipdusa.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
The seats we had received were pretty much the worse seats possible. Said to be decided but didn't exspect to pay $67 each and $25 delivery charge for seats on the highest point of field. Rip off!!!,0,TicketCity,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4bdc16420000640005058663/198x149.png,https://www.ticketcity.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"We purchased two ornaments that were the exact same.  One is crystal clear, the other is blury.  I would not order again from this company because the product quality is inconsistent.",0,Yorkphoto,//s3-eu-west-1.amazonaws.com/tpd/screenshots/554ce5210000ff00057f4a4f/198x149.png,http://yorkphoto.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
It was very convenient for an early flight from SFO,0,parksleepfly.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/54b961470000ff00057cc960/198x149.png,http://www.parksleepfly.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Food is poor to mediocre. The portioning is convenient. The convenience is nice. In my area at the price of these meals I can eat out daily. I'll stick to that.,0,5% Nutrition,//s3-eu-west-1.amazonaws.com/tpd/logos/59e905610000ff0005ae1b00/0x0.png,https://www.rich-piana.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Did not send what I ordered. It’s not worth the hassle of shipping back to return! They did not tell me ahead of shipping they didn’t have what I ordered,0,Miles Kimball,//s3-eu-west-1.amazonaws.com/tpd/screenshots/496b0cf2000064000504082e/198x149.png,https://www.mileskimball.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I can't write a review as I must have miss read the description of the product it was not what I wanted. I'm a disabled vet and can not get to the post office to return so opted to keep. I may try again but have since ordered from another group.,0,Wise Food Storage,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/548ee4a900006400057c2a27/198x149.png,http://wisefoodstorage.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
You should call the manufacturer of this product and see if u guys can or can't sell in the state of California  becz I called them and in 3 days I got the product on my door steps so I think you guys need to do alil more research  on products your trying to sell it was trying to keep my busy some what local  at least in the state of California,0,Sinister Diesel,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/537cb11b000064000578cb10/198x149.png,http://sinisterdiesel.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Hard to use. Wired system, not convenient, complicated steps. Will never ever use it again.",0,ExploreTrip,//s3-eu-west-1.amazonaws.com/tpd/logos/4bf543c500006400050d1c42/0x0.png,http://www.exploretrip.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I've been waiting for a refund of 160 Euros for 4 months and today I finally ran out of patience and decided to email bravofly. And I highly doubt I am gonna receive any sort of response from them. So Where is my refund? Best part is whenever I email asking about the status of the refund Bravofly replies me with "" We don't know, it's the airline"" I do believe I deserve some more information on this matter. However bravofly thinks otherwise.",0,Bravofly,//s3-eu-west-1.amazonaws.com/tpd/logos/47ff74ec00006400050242a5/0x0.png,https://www.bravofly.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"These need to be 1"" thick. They are just not comfortable because they are to thin. I also do not like the look around the edge like a tire tread. If those two things were different, I would buy a pair in several colors.",0,"Gumbies, Inc.",//s3-eu-west-1.amazonaws.com/tpd/logos/591889e70000ff0005a26f13/0x0.png,https://www.gumbies.us?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I would give zero stars for a place that practices in stealing from customers and not just me look and other comments and do your research. Please do not use Snap Travel!!!!  I am getting ready to file against them, I booked a room with a hotel and was denied due to a policy of how many miles you live from hotel and Snap Travel keeps saying they are working on refund but still have not gotten it. They just keep sending me same message. I begged and pleaded with them and explained to them that I was a heart patient and hubby, had to move and that was almost all the money we had and I got back from them the same message again. It's a pre recorded message I kept getting, that we are working on it but no refund given so please don't be taken by this company.",0,SnapTravel  🏨 ✈️,//s3-eu-west-1.amazonaws.com/tpd/logos/5bf4d83e5b2cd90001f41ca8/0x0.png,http://snaptravel.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"So long as you do not have to deal with customer service, you can have a great experience. The customer service team is ill informed about their systems and resolutions to common issues. You are transferred around multiple times always with the reassurance of being helped at each transfer to only find you have to explain your issue again and be transferred again. Based on my customer service experience, I disabled my VIP account.",0,ShoeDazzle,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4bde46780000640005068f26/198x149.png,http://www.shoedazzle.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Ok the thing is we first bought Vivint camera after being told everything should work without paying any extra monthly service fee to Vivint, by a salesman at Bestbuy. Then it turned out that was totally a lie. (The guy has since disappeared from Bestbuy, which was due to termination of collaboration between Vivint and Bestbuy, as I was told by Vivint yesterday. )We had to pay$ 19.99 to have the system working. Fair to say we were tricked into the program? Then we kept on losing the cameras. Most recently, we lost one camera out of totally three, which prompted me to call Vivint customer care. That call before another two totally costed me about one hour or a little less. The result was Two cameras were lost after the Vivint guy rebooted the system. Then I was told a technician has to be sent in to solve the problem. I was left with two options, pay $199 for the tech visit or upgrading to higher service for a free tech visit?By leveraging the co-pay for an upgrade to a service contract of higher  monthly fee ($19.99 to $39.99), do you think I will recommend Vivint to any others after all this “Vivint”experience ? The tech sent to solve the problem was great. He solved the problem simply by resetting both the camera and the adaptor. Why did not the customer guy telll me this during those lengthy calls? Are these technical secrets that Vivint wants to keep from the customer care people?",0,Vivint Smart Home,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5148b46800006400052453ff/198x149.png,http://www.vivint.com/en/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I have been totally disappointed.... I had no chance to look over the advertisement.... found in my Spam after I received the billing statement....... Phone number is wrong.... call the agent several times and left number.... but no return....  also call the office and requested it to be cancelled or advertisement FIXED!!! I would suggest someone call me.... (602)989-0974 Gaylen Brotherson,0,uShip,//s3-eu-west-1.amazonaws.com/tpd/logos/4923175d000064000503eada/0x0.png,http://www.uship.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
App is not working .unable to book the movie tickets . Loading for ever and ever and is not working as supposed to,0,Sinemia,//s3-eu-west-1.amazonaws.com/tpd/logos/5adca2e3b9098d0001b0cc49/0x0.png,http://www.sinemia.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
The drivers sent were wrong. They didn't have a plug-in connector.,0,LEDSupply,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/54d9077b0000ff00057d4e3e/198x149.png,http://ledsupply.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Promotions are deceptive.  I signed up for 4 months for $7.99 and they continued to bill my credit card after I asked to cancel.  No replies to my emails for an explanation.  I will not ever trust another online subscription.  There is not phone or other way to contact this company.,0,Yoga International,//s3-eu-west-1.amazonaws.com/tpd/logos/586fd6730000ff00059a53ce/0x0.png,https://yogainternational.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Rate I was booking for and rate charged is over $100.00 more    please explain.  Thank you,0,Reservation Counter,//s3-eu-west-1.amazonaws.com/tpd/logos/4f04882e000064000512172f/0x0.png,http://www.reservationcounter.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I called the customer service line to discuss my bill. Rosanna was a rude, inpatient individual with an extremely bad attitude. She actually rose her voice to me. She obviously had no clue what she was doing because it took almost twenty minutes to get a simple question answered. She actually did not resolve my issue, I did, and had pointed three things out to this individual early in the call. I ultimately disconnected due mostly because of her condescending tone, but also her obvious lack of knowledge with what she was doing. She said she was located in “the Caribbean”.  Hey AT&T, how about you keep the call centers in the United States with people who have a grasp on their native language? These companies should pay elevated taxes when they outsource their jobs. Not a fan!",0,AT&T,//s3-eu-west-1.amazonaws.com/tpd/screenshots/46a161e50000640005004ff8/198x149.png,http://www.att.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Awful customer service. My Vivint SmartHome system has not worked ever since it was installed. It's been beeping, and the code we programmed has stopped working. The alarm went off randomly with nothing tripping the sensor. I have tried calling Vivint multiple times today and was on hold for 45 minutes, then 30 minutes when I hung up and called back. After I FINALLY got through to someone who was maybe going to help, she hung up on me! Vivint's customer service is the worst. I will recommend them to no-one.",0,Vivint Smart Home,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5148b46800006400052453ff/198x149.png,http://www.vivint.com/en/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Paid for priority shipping to not get my package on time. Customer service was no help. Won’t use this site again.,0,OLDIES.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/481734580000640005025265/198x149.png,https://www.oldies.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Very bad experience. All the other websites allow 24 hour cancellation or change. I asked them to move my dates by 2 days within an hour of booking tickets and they charged 350$ per ticket. More frustration comes in when the price they charged is more than what I see on airline website. But now I cannot book through airline as flybackindia has already reserved seats for me, and if I cancel that now anyhow I have to pay 350$ per ticket more. Agent literally tried to take this non-cancellation policy to his use and charge as much as possible. Never book the tickets through flybackindia, if you even have 0.5% of chance to change tickets and make sure to verify the actual price of the ticket directly with the airline.",0,Flybackindia.com,//s3-eu-west-1.amazonaws.com/tpd/logos/5536db4f0000ff00057eebd8/0x0.png,http://flybackindia.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Bid live using the app on Noble. According to the app I won 6 lots. Confetti and happy days, the whole celebration. After the auction I get an email I lost 4 out of the 6 lots. I'm a frequent buyer online and use many platforms this is by FAR the worst experience ever. Called customer services, no sensible reply. Last time ever.",0,Invaluable,//s3-eu-west-1.amazonaws.com/tpd/logos/58b5e2390000ff00059d8cc2/0x0.png,http://invaluable.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I booked a hotel through Cancelon for one night in Kansas City, MO. When we arrived at the hotel, we were informed the site had overbooked the hotel (there were 10+ other people in our same situation) and the original hotel was already full on its own. It took 2+ hours of trying to coordinate a new hotel before we were booked in a much cheaper hotel 8 miles from the original hotel and across state lines in Kansas. They did not offer to refund us anything until I called today to demand a refund (during the call the person on the phone kept talking over me and telling me to calm down and relax). We were in town for only one night and to see a show, that we almost missed due to this whole ordeal. I will never book through them again.",0,Cancelon,//s3-eu-west-1.amazonaws.com/tpd/screenshots/589cd7880000ff00059c669f/198x149.png,http://cancelon.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"This is a review that I will update as the service progresses.  I have contacted the company and stated that I will keep this a 5 star review if they unlock my iphone 5s in 1-12 hours as stated. it will go down to 4 stars if the unlock is outside of the 1-12 hours but they send me an email stating that fact so that I'm not left guessing to the outcome of the process. it will go down to 3 stars if it is up to 10 days to do the unlock. it will go down to 2 stars if I get no email responses. it will go down to 1 star if I have to request a refund or the service is not provided. I hope they stay at 5 stars we will see. I ordered at 8:31pm pacific standard time on Friday Dec 13, 2013. Order #53600 Update 12/17/2013 It's well passed the 12 hour mark in fact it's been 3 days without an email or phone call.  I just tried to connect the phone to iTunes and it is still locked.  So we are down to 3 stars with still no solution in sight.  I have sent them one email with another going out tonight. if I don't get a response by tomorrow I will be reducing the rating to 2 stars. Update 12/18/2013 I'm now requesting a refund as I have not heard a single response from the company except that the order is processing which they ""auto send"" right after you send payment which for me happened on the 12/13/2013.  I think IMO they can unlock other carriers and even iphones sold before Jan 1, 2013 but like all the other unlockers out there AT&T in the USA make it illegal to unlock their iphones that were purchased after the 1 of the year (2013) and I think this company is no different in that they can not unlock an Iphone 5s USA AT&T because that model falls under the new rule.  You have been warned.",0,IMEI Check,//s3-eu-west-1.amazonaws.com/tpd/logos/506bac8800006400051c8dd3/0x0.png,https://imeicheck.co?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Terrible customer service, one salesman tried to bite me at SEMA",0,Sinister Diesel,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/537cb11b000064000578cb10/198x149.png,http://sinisterdiesel.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Lending Tree is so happy I closed on my loan.  Wait, what loan?  I turned down the lender they referred me to. What sleazeballs they were.  Stay away from lending.  Please, for your own sake.",0,LendingTree,//s3-eu-west-1.amazonaws.com/tpd/logos/48fbe7ac000064000503d248/0x0.png,https://www.lendingtree.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I just had the same experience as the other reviewers.  Tonwe had two orders tonight. Both were over an hour late. I called the restaurants when it was close to our original window for delivery and one order said it was ""out for delivery "" and the other one said it was being prepared. Both restsurants confirmed that the food had been ready for the driver for quite some time but no one had shown up!  I ordered over a month ago and my order was over an hour late as well.  When i called that time, they said that my order was set for pickup, but i had the confirmation that it was scheduled for delivery.  It seems GrubHub changes the delivery window and the order from delivery to pickup whenever it suits them wlthout notification. They also make it difficult to reaxh them if therr are issues. I had to Google to find their customer service link, which only allows chat.  The first operator asked me for my info to look up my case and then never came back and ended the chat!  The second rep went away for a long tome then told me they would not refund my order. My food was cold and soggy and it was so late, we were too tired to eat.  They said they would give me a 20% discount on my next order but then completely reset the window so i couldn't see my chat transcript.  Of course, no 20% coupon was ever issued, but doesn't matter.  I will NEVER use them again.  The firdt two times i used them was okay, but it has been downhill ever since. Also, as if it isn't absolutely ridiculous enough thst these places charge a fee and then expect you to also tip on top of it,  but their choices to tip as ""suggestions"" start at 20%!  This is not a nice sit-down dinner. Thede are fly-by drivers who are always late and often get lost, as what happened on one of my orders. On top of it, they want you to tip ahead of time before you can see how bad their service is.  Dont tip ahead! Use cash if you have to. Most of the time it doesn't even warrant 10%!  At least UBER EATS lets you tip up to an hour after delivery.   However, good luck with getting in touch much less results with their customer service as well...but they are not nearly as horrible as GrubHub.  I'm so frustrated with GrubHub and their disregard for customer service, and its such a ripoff. They don't refund and it is the same as a scam. I'm going to report them to the BBB and also the state and  county consumer affairs, ans  encourage others to do so as well, given the number of so many negative reviews!  Their service is truly predatory in nature. There is no interest in customer service...only costumers' money!",0,Grubhub,//s3-eu-west-1.amazonaws.com/tpd/logos/48fbeb70000064000503d413/0x0.png,http://grubhub.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"THIS COMPANY IS COMPLETE BULLSH!T!!!!!!!! I ORDERED SUBWAY TODAY AND IT TOLD ME IT WOULD TAKE 25MINS MEANWHILE IT TOOK 1HR 30 MINS AND I STILL NEVER RECIEVED IT BECAUSE YOU KNOW WHY THE LADY NEVER SHOWED UP SO I GOT NO FOOD, MONEY TAKEN OUT OF MY ACCOUNT AND ON TOP OF THAT THEY WANTED TO WAIT FOR THE NON-EXISTING DRIVER TO BRING ME MY COLD FOOD HOW FABULOUS",0,Grubhub,//s3-eu-west-1.amazonaws.com/tpd/logos/48fbeb70000064000503d413/0x0.png,http://grubhub.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I like the product however, I am long legged NOT long waisted.  I can't wear the jeans because the rise is so long they look awful on me.  If I pull them up so my rise doesn't bag they're extremely uncomfortable.",0,Long Tall Sally,//s3-eu-west-1.amazonaws.com/tpd/logos/584fd2110000ff00059910f9/0x0.png,http://www.longtallsally.com/us/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Don't make it so I have to participate to move thru the site.,0,Lamps Plus®,//s3-eu-west-1.amazonaws.com/tpd/logos/4834ad1c0000640005028ab7/0x0.png,http://www.lampsplus.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Received contacts in timely fashion, however price advertised was lower than price paid as a large processing fee was added (additionally the web site stated no minimum for free shipping, but when I ordered I had to spend over $200 to get free shipping",0,OptiContacts.com,//s3-eu-west-1.amazonaws.com/tpd/logos/4cdc5cb100006400050e1eea/0x0.png,https://www.OptiContacts.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
I am so disappointed in this rental location! I was rented a vehicle with a front end problem. Front Rotors were bad. Car swirling all over the road when you excell. Hit brakes it rattled like tires would come off. The car is loud sounds like a dump truck. Vehicle needs tune up and service badly. Spent over $300 from nashville to Jacksonville florida return for gas. Never in all the years saw a vehicle drink gas like this.its because it needed servicing! Tried to change at  Atlanta and jacksonville none was available. Had to inconvenience a friend to drive me to miami. Then bother other friends to take me around. I have nothing good to give in a review. I could of lost my life in this car! Am not happy at all. Tried calling rental location. They never answered their phone. i called roadside assistance they tried to help me. for me to get back home to nashville i had no other choice than to drive that  messed up car back it took me 7hrs getting back due to the condition of the vehicle! when i reached nashville  roadside AAA met up with me and had the vehicle towed to enterprise! Am not pleased at all.,0,Enterprise,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4917977f000064000503e629/198x149.png,http://www.enterprise.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"According to a lot of restaurants, seamless sends their own drivers to pick up food apparently ? So if they forget an item you won’t be able to get it resent. Their customer representatives suck, they just want to tell you they will refund you one item and only way to have the item resent is to order again with the restaurant... makes no sense. Stick to ordering food with the actual restaurants website as seamless does not deserve to take any percentage of the money you pay to get food if all they offer is lousy service.",0,Seamless,//s3-eu-west-1.amazonaws.com/tpd/logos/4e3ae390000064000510b025/0x0.png,http://seamless.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I have used York before, and had no trouble.  However, this time, when I made my photo book, it came back with a large stain across most of one of my photos.  It looked like a chemical had spilled across the photo before they printed it.  I will be contacting them for help.",0,Yorkphoto,//s3-eu-west-1.amazonaws.com/tpd/screenshots/554ce5210000ff00057f4a4f/198x149.png,http://yorkphoto.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"My initial issue was with the seller. Her picture was very misleading which prompted me to make my purchase. Once I realized...within minutes that what was pictured was not what I would receive, I reached out to the seller to CANCEL my order. WITIHN MINUTES... I also emailed Tradesy. The next morning I contacted Tradesy via phone for assistance. NO HELP. Next thing I know I'm informed my item shipped. At what point is the seller held responsible? My only option is to return the item for store credit or list it and get taken for a percentage when I did EVERYTHING SUGGESTED on Tradesy's website to CANCEL the order.",0,Tradesy,//s3-eu-west-1.amazonaws.com/tpd/screenshots/54e7982b0000ff00057d8f80/198x149.png,https://www.tradesy.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
It took me 5x to get it approve,0,Plain Green Loans,//s3-eu-west-1.amazonaws.com/tpd/logos/519539d500006400052fd634/0x0.png,http://www.plaingreenloans.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Haven’t received my items yet despite being more than one month since I paid for it. This is the second time I order and it happened to occur last time. Really disappointed,0,Focallure,//s3-eu-west-1.amazonaws.com/tpd/screenshots/592e8a9e0000ff0005a39017/198x149.png,http://shopfocallure.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"Would like to thank Rick Kazigian, the whole process was efficient and thorough. We made a couple of changes and all was done in the same day. Very satisfied at this point. Thank you, John Cordio",0,Swift Financial,//s3-eu-west-1.amazonaws.com/tpd/logos/502992dd00006400051982dc/0x0.png,http://loanbuilder.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"None of the teas  I ordered had any taste. I have ordered these types of teas, berries, rooibos etc, from other sites and I know what they should taste like. Disappointed customer",0,English Tea Store,//s3-eu-west-1.amazonaws.com/tpd/screenshots/59ce7d6e0000ff0005ac5f7c/198x149.png,https://www.englishteastore.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
the items received is nothing like what is depicted on the website.,0,TeePublic,//s3-eu-west-1.amazonaws.com/tpd/logos/568b958e0000ff00058735f0/0x0.png,http://www.teepublic.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
Never again will I deal with H.D.I.S.,0,HDIS,//s3-eu-west-1.amazonaws.com/tpd/screenshots/5130f9a600006400052328e0/198x149.png,http://www.hdis.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"paid for tickets but never received them ticket city use to be great ,not anymore richard godfrey 512-426-0570",0,TicketCity,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/4bdc16420000640005058663/198x149.png,https://www.ticketcity.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I paid $4.89 in postage and handling for a $4.00 back issue of a tabloid, They sat on my order for several days, then turned it over to the U.S. Postal Service, who took their own version of sweet time with it. About two weeks' total wait.",0,OLDIES.com,//s3-eu-west-1.amazonaws.com/tpd/screenshots/481734580000640005025265/198x149.png,https://www.oldies.com/?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I am an eBay seller and have used PayPal for 10 years. It used to be ok when owned by eBay but since they went independent they are awful for sellers. First of all can anyone explain to me Why I get charged a £14 fee when a buyer says that they did not authorise a transaction? I realise it is a card fee, but as the seller it is nothing to do with me when they say that they haven't made this purchase. Surely PayPal should foot that bill? Also - in this case, just so you actually know how many people abuse their buyer protection which leaves us sellers out of pocket - this buyer bought an item from me on eBay and paid by PayPal. I sent the item. She LEFT FEEDBACK saying she had the item and was happy. A month later she opens a case with PayPal saying she didn't authorise the transaction. I sell items for £3 and it is not worth getting tracked postage so I didn't even contest this and agreed to refund her everything, putting me out of pocket. I didn't even fight and now they send me an email saying I am being charged £14 on top for this! I could understand if she said she had never received the item and I couldn't prove she had but when it was over an unauthorised transaction which she said SHE DID then that's absolutely ridiculous. Why aren't they supporting sellers more and using common sense?? Also, i would appreciate it if PayPal actually read and understood my customer service emails before they replied as I've emailed PayPal in the past and I DO NOT WANT AN AUTOMATED EMAIL that doesn't actually answer my question again. Considering it's the sellers/receivers that actually pay money to PayPal, you'd think they'd be more supportive. But they have the monopoly and don't care.",0,Paypal,//s3-eu-west-1.amazonaws.com/tpd/screenshots/46ca451b0000640005009529/198x149.png,http://www.paypal.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I have applied on careerbuilder for years now, with a great resume and still not hired. I have been a business owner for almost 3 decades, and since selling to enter the workforce as an employee, it has been disappointing to say the least. I know how to interview, I know all of the prep and body language. But still nothing, how is that even possible.",0,CareerBuilder,//s3-eu-west-1.amazonaws.com/tpd/screenshotlogo-domain/542c8d2600006400057aad04/198x149.png,http://www.careerbuilder.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
"I placed an order for a Rose Lavelle USA women's national soccer team jersey 30 minutes ago. I accidentally ordered a womens size instead of a mens. Within 5 mins of placing the order I called customer service trying to get it changed to a mens jersey or to cancel the order so I could just submit a new order. I was told that its a custom order so its impossible to cancel the order, so i am stuck with a women's jersey that wont fit. This is just rediculous. The order isn't even processed yet and its not supposed to ship until July 26th. There is no reason I shouldn't be able to cancel this order. Horrible customer service and if its not resolved I will never buy another item from this store.",0,Fanatics,//s3-eu-west-1.amazonaws.com/tpd/screenshots/4fa011ce000064000514ec84/198x149.png,http://www.fanatics.com?utm_medium=company_profile&utm_source=trustpilot&utm_campaign=logo_click
